danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,acoustic,classical,electronic,hip,hop,inne,jazz,latin,metal,pop,reggae,rock,soul,world
-0.5330282947309721,0.024332787818524517,0.11822916672392669,0.24126514154251202,-0.9330285527381493,0.7001786771388244,0.8917671136475859,-1.2274393853680228,0.5287418748800468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01618579724768318,-0.6535770526943209,0.14494734313478114,-0.36887619188869525,0.9312962005288222,-0.5507803200632109,-0.6202858365110537,-1.3414484189645255,-0.3177687592636905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-2.344868598165713,1.3372960996163918,0.8550783033118451,1.048997839660779,-0.9690193598329241,-0.550424814788025,-0.7660082314819622,-0.4901809681106395,-1.8591692378784628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.4820702861968703,-0.5600722471063423,-1.2422985449402197,-0.4432343389558201,-0.8284041135091532,-0.5507687954428684,-0.8502683378827072,0.8019214126497232,0.2873517399846417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.9016321130094607,0.16458999620049267,0.39667073374847295,1.5758206988315306,-0.903178077138916,-0.5507803200632109,0.808461005244757,0.4142906984216141,0.26478477019337354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5392640523225123,0.48406474862608634,1.752236498364889,-0.426790165005012,0.5323046949945147,-0.5495684922799025,-0.8688348567005746,1.9116093396556813,-0.8710749641017328,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6786399081910108,0.07498122417867968,0.26899601932803324,-0.33405083162643984,1.1470471627807068,-0.550759397159362,-0.4932289735651548,1.0451406843222617,-0.8993584564321733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-2.8351978802827396,1.3762564352780495,0.8930562826387023,0.48660159269543707,-0.9671378932223822,2.104278344472794,1.757833428985225,-1.5622459140297522,-1.9904830782986396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.71987432602268,1.2398952604622473,0.6056450421047979,-0.43665382968482686,-0.24203437500540054,-0.5507803200632109,-0.4932289735651548,0.5435009364976504,-1.3992550582443426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.9768385365305314,1.4113207373735417,1.0776025439908175,1.30603497311782,-0.8387483377267092,-0.38767077001666583,-0.7021685341619572,-1.6321714546356072,-0.1482339832618372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.7821563364532492,-2.164848473010027,-2.0260953343643537,-0.47289361173739686,1.8593208874752853,-0.5465595505660106,-0.562827536184368,-1.029823727134085,1.5150746620604036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1712339906873308,-0.15098872265893568,-0.1638384385278068,-0.32644690990738184,-0.8251530716122069,-0.5167680527292352,-0.0007975734081380847,-0.7980053588211965,-0.5659389557753233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8711479404309516,1.2749595625577392,1.0317999558579245,-0.5346556269482943,-0.9599530906301312,-0.5507590569503937,1.28929008523554,1.8090012094188288,0.13151002959987612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
